"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
5.246654700E1	-2.183958435E-1	-3.293151855E-2	9.859846344E0	9.862319765E0
5.247652300E1	-2.309696960E-1	-3.128494263E-2	9.855056305E0	9.857812157E0
5.248649900E1	-2.393522644E-1	-3.517684937E-2	9.854906616E0	9.857875599E0
5.249647500E1	-2.513273621E-1	-3.832031250E-2	9.855205994E0	9.858484623E0
5.250645200E1	-2.643502808E-1	-3.173400879E-2	9.838590546E0	9.842192441E0
5.251642800E1	-2.701881409E-1	-3.382965088E-2	9.842632141E0	9.846397998E0
5.252640500E1	-2.724334717E-1	-4.281097412E-2	9.832453308E0	9.836319984E0
5.253638200E1	-2.838098145E-1	-3.517684937E-2	9.819729767E0	9.823893226E0
5.254635800E1	-2.847079468E-1	-3.128494263E-2	9.809850311E0	9.814030797E0
5.255633500E1	-2.824626160E-1	-3.966751099E-2	9.802665253E0	9.806814197E0
5.256631200E1	-2.947370911E-1	-3.367996216E-2	9.800270233E0	9.804759096E0
5.257628900E1	-2.951861572E-1	-3.128494263E-2	9.786498871E0	9.790999630E0
5.258626600E1	-3.020718384E-1	-3.353027344E-2	9.777966614E0	9.782688934E0
5.259624300E1	-2.469863892E-1	-8.981323242E-3	9.781559143E0	9.784680997E0
5.260622000E1	-2.133064270E-1	-1.032852173E-2	9.788594513E0	9.790923800E0
5.261619700E1	-2.673440552E-1	-4.340972900E-3	9.806407471E0	9.810051945E0
5.262617400E1	-2.032772827E-1	1.736389160E-2	9.828860779E0	9.830977946E0
5.263615200E1	-2.195933533E-1	-8.681945801E-3	9.807455292E0	9.809917223E0
5.264612900E1	-1.812730408E-1	-1.661544800E-2	9.753417664E0	9.755116202E0
5.265610600E1	-1.945953369E-1	-1.122665405E-2	9.700427856E0	9.702385994E0
5.266608400E1	-1.437011719E-1	-9.729766846E-3	9.652677155E0	9.653751651E0
5.267606100E1	-1.516346741E-1	-3.293151855E-3	9.680519257E0	9.681707339E0
5.268603900E1	-1.176553345E-1	-3.143463135E-2	9.677525482E0	9.678291707E0
5.269601700E1	-9.669891357E-2	-3.023712158E-2	9.730066223E0	9.730593696E0
5.270599500E1	-5.523513794E-2	-3.233276367E-2	9.696835327E0	9.697046545E0
5.271597200E1	-5.254074097E-2	-1.616638184E-2	9.675878906E0	9.676035060E0
5.272594900E1	-4.775070190E-2	-1.631607056E-2	9.626032562E0	9.626164825E0
5.273592600E1	-2.709365845E-2	-7.783813477E-3	9.630523224E0	9.630564481E0
5.274590400E1	-2.155517578E-2	-2.724334717E-2	9.640103302E0	9.640165896E0
5.275588000E1	-1.751358032E-2	-4.610412598E-2	9.683812408E0	9.683937994E0
5.276585800E1	-1.212478638E-2	-6.780899048E-2	9.688752136E0	9.688997008E0
5.277583500E1	1.811233521E-2	-5.912704468E-2	9.657616882E0	9.657814862E0
5.278581300E1	1.077758789E-2	-5.822891235E-2	9.658365326E0	9.658546864E0
5.279579100E1	4.236190796E-2	-6.616241455E-2	9.648635559E0	9.648955392E0
5.280576800E1	2.918930054E-2	-5.523513794E-2	9.661209412E0	9.661411400E0
5.281574600E1	5.074447632E-2	-6.286926270E-2	9.663305054E0	9.663642797E0
5.282572300E1	3.427871704E-2	-6.316864014E-2	9.704619141E0	9.704885263E0
5.283570000E1	4.266128540E-2	-6.840774536E-2	9.697733459E0	9.698068563E0
5.284567800E1	2.260299683E-2	-6.062393188E-2	9.714199219E0	9.714414682E0
5.285565600E1	2.694396973E-2	-5.418731689E-2	9.707313538E0	9.707502169E0
5.286563300E1	-2.544708252E-3	-4.745132446E-2	9.729617157E0	9.729733199E0
5.287561100E1	-2.559677124E-2	-4.924758911E-2	9.744136963E0	9.744295032E0
5.288558867E1	-5.523513794E-2	-5.254074097E-2	9.776769104E0	9.777066307E0
5.289556567E1	-7.274871826E-2	-5.284011841E-2	9.782457275E0	9.782870478E0
5.290554367E1	-1.127156067E-1	-5.179229736E-2	9.798923035E0	9.799708153E0
5.291552167E1	-1.410067749E-1	-5.568420410E-2	9.795929260E0	9.797102312E0
5.292549967E1	-1.589694214E-1	-4.505630493E-2	9.794731750E0	9.796125326E0
5.293547667E1	-1.727407837E-1	-4.939727783E-2	9.810149689E0	9.811794759E0
5.294545467E1	-1.917512512E-1	-3.412902832E-2	9.842183075E0	9.844109966E0
5.295543167E1	-2.098635864E-1	-3.412902832E-2	9.873318329E0	9.875607441E0
5.296540967E1	-2.311193848E-1	-4.191284180E-2	9.892179108E0	9.894967426E0
5.297538867E1	-2.517764282E-1	-2.933898926E-2	9.901459808E0	9.904703856E0
5.298536667E1	-2.634521484E-1	-1.242416382E-2	9.880503387E0	9.884022895E0
5.299534467E1	-2.841091919E-1	-4.490661621E-3	9.860145721E0	9.864239040E0
5.300532267E1	-2.950364685E-1	1.631607056E-2	9.871971130E0	9.876392395E0
5.301530067E1	-3.195854187E-1	2.185455322E-2	9.902208252E0	9.907388189E0
5.302527767E1	-3.191363525E-1	1.137634277E-2	9.924062805E0	9.929199363E0
5.303525467E1	-3.356021118E-1	1.945953369E-3	9.959838409E0	9.965491142E0
5.304523167E1	-3.381468201E-1	4.340972900E-3	9.955347748E0	9.961089845E0
5.305520867E1	-2.746788025E-1	-6.137237549E-3	9.900262299E0	9.904073894E0
5.306518567E1	-2.811154175E-1	1.451980591E-2	9.918224945E0	9.922218641E0
5.307516267E1	-1.523831177E-1	1.332229614E-2	9.831555176E0	9.832745053E0
5.308514067E1	-1.992356873E-1	3.532653809E-2	9.943971405E0	9.946029868E0
5.309511767E1	-6.167175293E-2	4.206253052E-2	9.883197784E0	9.883479706E0
5.310509467E1	-1.001417542E-1	6.451583862E-2	9.967622223E0	9.968334035E0
5.311507267E1	-3.293151855E-3	6.481521606E-2	9.862241364E0	9.862454896E0
5.312504967E1	-2.409988403E-2	7.813751221E-2	9.851912842E0	9.852252175E0
5.313502767E1	6.002517700E-2	6.017486572E-2	9.743837585E0	9.744208276E0
5.314500567E1	5.418731689E-2	5.837860107E-2	9.776918793E0	9.777243242E0
5.315498367E1	1.323248291E-1	5.583389282E-2	9.726174316E0	9.727234659E0
5.316496067E1	1.532812500E-1	5.134323120E-2	9.823921051E0	9.825250943E0
5.317493867E1	2.281256104E-1	2.739303589E-2	9.823022919E0	9.825709691E0
5.318491567E1	2.381547546E-1	1.302291870E-2	9.855954437E0	9.858839950E0
5.319489267E1	2.713856506E-1	-5.538482666E-3	9.811945953E0	9.815699885E0
5.320486967E1	2.740800476E-1	-9.729766846E-3	9.750124512E0	9.753980856E0
5.321484767E1	3.141966248E-1	-3.143463135E-2	9.697883148E0	9.703022478E0
5.322482467E1	3.379971313E-1	-4.251159668E-2	9.685908051E0	9.691896825E0
5.323480167E1	3.611988831E-1	-4.340972900E-2	9.685608673E0	9.692438517E0
5.324477867E1	3.808081055E-1	-5.822891235E-2	9.675878906E0	9.683544704E0
5.325475667E1	3.939807129E-1	-5.254074097E-2	9.682016144E0	9.690171203E0
5.326473367E1	4.290078735E-1	-6.601272583E-2	9.628876648E0	9.638655038E0
5.327471067E1	4.453239441E-1	-6.032455444E-2	9.617500305E0	9.627993799E0
5.328468867E1	5.008584595E-1	-4.011657715E-2	9.545050964E0	9.558266917E0
5.329466567E1	5.243595886E-1	-1.511856079E-2	9.571994934E0	9.586358462E0
5.330464267E1	5.754034424E-1	-1.496887207E-4	9.590256958E0	9.607503196E0
5.331462067E1	5.954617310E-1	2.020797729E-2	9.647737427E0	9.666117136E0
5.332459767E1	6.294410706E-1	3.338058472E-2	9.666747894E0	9.687276458E0
5.333457567E1	6.411167908E-1	4.475692749E-2	9.685758362E0	9.707056658E0
5.334455267E1	6.394702148E-1	4.700225830E-2	9.650132446E0	9.671410838E0
5.335452967E1	6.075865173E-1	5.927673340E-2	9.627978516E0	9.647312859E0
5.336450667E1	5.917195129E-1	6.286926270E-2	9.584119720E0	9.602574412E0
5.337448367E1	5.418731689E-1	5.209167480E-2	9.610914001E0	9.626318508E0
5.338446167E1	5.246589661E-1	4.415817261E-2	9.619296570E0	9.633695214E0
5.339443867E1	4.953199768E-1	4.670288086E-2	9.649533691E0	9.662350827E0
5.340441567E1	4.980143738E-1	5.269042969E-2	9.670340424E0	9.683298947E0
5.341439367E1	4.543052673E-1	4.251159668E-2	9.707463226E0	9.718181044E0
5.342437067E1	4.468208313E-1	2.559677124E-2	9.715696106E0	9.725998914E0
5.343434767E1	3.896397400E-1	1.197509766E-3	9.755812683E0	9.763590614E0
5.344432567E1	3.643423462E-1	-1.257385254E-2	9.766141205E0	9.772943133E0
5.345430267E1	3.125500488E-1	-3.457809448E-2	9.785750427E0	9.790801530E0
5.346427967E1	2.842588806E-1	-6.137237549E-2	9.782756653E0	9.787078083E0
5.347425767E1	2.667453003E-1	-7.903564453E-2	9.779014435E0	9.782971072E0
5.348423467E1	2.282752991E-1	-8.711883545E-2	9.794582062E0	9.797629155E0
5.349421267E1	2.160008240E-1	-8.652008057E-2	9.784702606E0	9.787468885E0
5.350418967E1	1.869612122E-1	-8.876541138E-2	9.832303619E0	9.834481596E0
5.351416767E1	1.718426514E-1	-6.271957397E-2	9.846973114E0	9.848672152E0
5.352414467E1	1.484912109E-1	-5.388793945E-2	9.831405487E0	9.832674479E0
5.353412167E1	1.402583313E-1	-5.298980713E-2	9.826316071E0	9.827459887E0
5.354409867E1	1.251397705E-1	-6.286926270E-2	9.795180817E0	9.796181896E0
5.355407667E1	1.122665405E-1	-6.391708374E-2	9.795929260E0	9.796781065E0
5.356405467E1	9.460327148E-2	-5.822891235E-2	9.801617432E0	9.802246919E0
5.357403267E1	5.328918457E-2	-5.957611084E-2	9.830207977E0	9.830532942E0
5.358400967E1	3.427871704E-2	-5.942642212E-2	9.830207977E0	9.830447366E0
5.359398767E1	-1.197509766E-3	-4.056564331E-2	9.843829651E0	9.843913307E0
5.360396567E1	-2.679428101E-2	-3.308120728E-2	9.830207977E0	9.830300157E0
5.361394367E1	-5.553451538E-2	-3.876937866E-2	9.808503113E0	9.808736945E0
5.362392167E1	-9.355545044E-2	-3.622467041E-2	9.825717316E0	9.826229471E0
5.363389967E1	-1.083746338E-1	-4.191284180E-2	9.804760895E0	9.805449401E0
5.364387767E1	-1.523831177E-1	-3.517684937E-2	9.824968872E0	9.826213480E0
5.365385567E1	-1.634600830E-1	-3.876937866E-2	9.841135254E0	9.842569042E0
5.366383267E1	-1.935475159E-1	-3.861968994E-2	9.870324554E0	9.872297551E0
5.367381067E1	-2.017803955E-1	-3.682342529E-2	9.862840118E0	9.864972706E0
5.368378867E1	-2.412982178E-1	-3.098556519E-2	9.871671753E0	9.874669014E0
5.369376667E1	-2.600093079E-1	-3.158432007E-2	9.863588562E0	9.867065508E0
5.370374367E1	-2.716850281E-1	-3.353027344E-2	9.861642609E0	9.865441296E0
5.371372167E1	-2.980302429E-1	-3.323089600E-2	9.861193542E0	9.865752095E0
5.372369967E1	-3.225791931E-1	-3.787124634E-2	9.870025177E0	9.875367768E0
5.373367767E1	-3.335064697E-1	-3.158432007E-2	9.875863037E0	9.881543142E0
5.374365567E1	-3.589535522E-1	-3.367996216E-2	9.878557434E0	9.885134241E0
5.375363367E1	-3.692820740E-1	-3.502716064E-2	9.871821442E0	9.878788120E0
5.376361067E1	-3.821553040E-1	-2.859054565E-2	9.852361908E0	9.859812131E0
5.377358767E1	-3.932322693E-1	-3.472778320E-2	9.839338989E0	9.847254916E0
5.378356467E1	-3.923341370E-1	-2.664459229E-2	9.829758911E0	9.837621474E0
5.379354267E1	-4.011657715E-1	-2.993774414E-2	9.828561401E0	9.836790608E0
5.380352067E1	-3.948788452E-1	-2.903961182E-2	9.812245331E0	9.820230702E0
5.381349767E1	-3.992198181E-1	-3.158432007E-2	9.815239105E0	9.823405353E0
5.382347567E1	-4.028123474E-1	-3.248245239E-2	9.794282684E0	9.802616293E0
5.383345367E1	-4.089495850E-1	-2.634521484E-2	9.789941711E0	9.798514813E0
5.384343167E1	-3.059637451E-1	-3.233276367E-2	9.781858521E0	9.786695833E0
5.385340867E1	-3.408412170E-1	-2.948867798E-2	9.801168365E0	9.807137383E0
5.386338567E1	-3.499722290E-1	4.640350342E-3	9.877359924E0	9.883559135E0
5.387336267E1	-2.248324585E-1	-1.676513672E-2	9.815688171E0	9.818277088E0
5.388334362E1	-3.519181824E-1	-3.263214111E-2	9.956245880E0	9.962516915E0
5.389332063E1	-2.029779053E-1	-6.825805664E-2	9.715696106E0	9.718055876E0
5.390329863E1	-2.847079468E-1	-4.625381470E-2	9.798623657E0	9.802868132E0
5.391327662E1	-1.353186035E-1	-8.352630615E-2	9.565708008E0	9.567029709E0
5.392325462E1	-1.956431580E-1	-7.274871826E-2	9.733808441E0	9.736046189E0
5.393323263E1	-7.783813477E-2	-1.058299255E-1	9.617649994E0	9.618547196E0
5.394321063E1	-1.053808594E-1	-1.059796143E-1	9.802964630E0	9.804103852E0
5.395318862E1	-5.987548828E-3	-1.332229614E-1	9.658515015E0	9.659435620E0
5.396316562E1	-3.667373657E-2	-1.204994202E-1	9.706415405E0	9.707232618E0
5.397314263E1	5.418731689E-2	-1.170565796E-1	9.512119446E0	9.512994001E0
5.398311963E1	8.472381592E-2	-8.143066406E-2	9.491462402E0	9.492189822E0
5.399309663E1	1.516346741E-1	-8.187973022E-2	9.446406097E0	9.447977854E0
5.400307363E1	1.823208618E-1	-8.038284302E-2	9.561367035E0	9.563442993E0
5.401305062E1	2.399510193E-1	-8.592132568E-2	9.599088593E0	9.602471597E0
5.402302662E1	2.851570129E-1	-7.963439941E-2	9.616751862E0	9.621308254E0
5.403300362E1	2.885998535E-1	-9.460327148E-2	9.622589722E0	9.627381399E0
5.404298063E1	3.203338623E-1	-8.217910767E-2	9.524543610E0	9.530283215E0
5.405295763E1	3.285667419E-1	-5.583389282E-2	9.505233765E0	9.511074726E0
5.406293463E1	3.323089600E-1	-6.451583862E-2	9.509574738E0	9.515597891E0
5.407291163E1	3.107537842E-1	-5.149291992E-2	9.633367310E0	9.638515713E0
5.408288962E1	3.549119568E-1	-4.834945679E-2	9.701026611E0	9.707637070E0
5.409286662E1	2.739303589E-1	-4.894821167E-2	9.890233154E0	9.894147038E0
5.410284363E1	3.752696228E-1	-5.149291992E-2	9.800719299E0	9.808036378E0
5.411282063E1	2.342628479E-1	-3.412902832E-2	9.938283234E0	9.941102429E0
5.412279863E1	3.115022278E-1	-3.817062378E-2	9.788594513E0	9.793624108E0
5.413277562E1	2.273771667E-1	-2.035766602E-2	9.880204010E0	9.882840993E0
5.414275362E1	2.371069336E-1	-1.811233521E-2	9.840237122E0	9.843109994E0
5.415273163E1	1.624122620E-1	-6.137237549E-3	9.934091949E0	9.935421394E0
5.416270863E1	1.667532349E-1	-7.185058594E-3	9.928553467E0	9.929956305E0
5.417268563E1	1.056802368E-1	-1.272354126E-2	9.947414246E0	9.947983734E0
5.418266262E1	7.080276489E-2	-2.903961182E-2	9.919572144E0	9.919867330E0
5.419264062E1	5.014572144E-2	-2.484832764E-2	9.904154205E0	9.904312321E0
5.420261763E1	3.083587646E-2	-1.871109009E-2	9.875713348E0	9.875779215E0
5.421259563E1	9.280700684E-3	-2.065704346E-2	9.880653076E0	9.880679028E0
5.422257263E1	-1.601669312E-2	-2.035766602E-2	9.936786346E0	9.936820108E0
5.423254962E1	-8.382568359E-3	-2.454895020E-2	9.957293701E0	9.957327491E0
5.424252762E1	-3.891906738E-2	-2.544708252E-2	9.999505920E0	9.999614038E0
5.425250463E1	-5.254074097E-2	-2.948867798E-2	9.983938293E0	9.984120089E0
5.426248063E1	-5.328918457E-2	-4.266128540E-2	9.948611755E0	9.948845942E0
5.427245763E1	-4.715194702E-2	-5.703140259E-2	9.912087708E0	9.912363926E0
5.428243463E1	-5.777984619E-2	-8.217910767E-2	9.903256073E0	9.903765585E0
5.429241063E1	-3.472778320E-2	-9.235794067E-2	9.903854828E0	9.904346342E0
5.430238762E1	-3.053649902E-2	-1.184037781E-1	9.918524323E0	9.919278032E0
5.431236462E1	-2.694396973E-2	-1.420545959E-1	9.915829926E0	9.916884017E0
5.432234162E1	-2.918930054E-2	-1.369651794E-1	9.870025177E0	9.871018614E0
5.433231963E1	-1.032852173E-2	-1.293310547E-1	9.778565369E0	9.779426050E0
5.434229663E1	-2.170486450E-2	-1.170565796E-1	9.720785522E0	9.721514518E0
5.435227363E1	-1.422042847E-2	-9.370513916E-2	9.652976532E0	9.653441811E0
5.436225162E1	-1.212478638E-2	-8.352630615E-2	9.636510773E0	9.636880384E0
5.437222862E1	7.484436035E-3	-8.202941895E-2	9.674382019E0	9.674732673E0
5.438220563E1	3.397933960E-2	-7.185058594E-2	9.704619141E0	9.704944604E0
5.439218363E1	5.418731689E-2	-7.125183105E-2	9.725874939E0	9.726286877E0
5.440216063E1	6.870712280E-2	-6.930587769E-2	9.681118011E0	9.681609883E0
5.441213762E1	8.816665649E-2	-5.927673340E-2	9.638007660E0	9.638593193E0
5.442211462E1	1.100212097E-1	-5.703140259E-2	9.583670654E0	9.584471840E0
5.443209263E1	1.158590698E-1	-5.164260864E-2	9.569300537E0	9.570141224E0
5.444206963E1	1.490899658E-1	-3.936813354E-2	9.567055206E0	9.568297810E0
5.445204663E1	1.592687988E-1	-4.670288086E-2	9.603429565E0	9.604863722E0
5.446202462E1	1.657054138E-1	-4.984634399E-2	9.639504547E0	9.641057559E0
5.447200162E1	1.715432739E-1	-5.298980713E-2	9.636361084E0	9.638033511E0
5.448197863E1	1.633103943E-1	-5.089416504E-2	9.640552368E0	9.642069823E0
5.449195563E1	1.616638184E-1	-5.703140259E-2	9.645192719E0	9.646716040E0
5.450193263E1	1.469943237E-1	-6.062393188E-2	9.652078400E0	9.653388008E0
5.451191063E1	1.704954529E-1	-5.568420410E-2	9.675579529E0	9.677241789E0
5.452188862E1	1.692979431E-1	-4.161346436E-2	9.729018402E0	9.730580278E0
5.453186563E1	1.848655701E-1	-4.610412598E-2	9.759704590E0	9.761564145E0
5.454184363E1	1.989363098E-1	-4.805007935E-2	9.783205719E0	9.785346116E0
5.455182063E1	1.944456482E-1	-5.927673340E-2	9.789792023E0	9.791902302E0
5.456179763E1	2.140548706E-1	-6.586303711E-2	9.717192993E0	9.719773510E0
5.457177562E1	1.261875916E-1	-5.373825073E-2	9.759854279E0	9.760817929E0
5.458175263E1	1.772314453E-1	-5.658233643E-2	9.691596222E0	9.693381756E0
5.459172963E1	1.025367737E-1	-5.583389282E-2	9.799372101E0	9.800067591E0
5.460170763E1	1.374142456E-1	-6.032455444E-2	9.810149689E0	9.811297500E0
5.461168462E1	1.089733887E-1	-6.286926270E-2	9.888586578E0	9.889386850E0
5.462166162E1	1.450483704E-1	-6.406677246E-2	9.867929535E0	9.869203458E0
5.463163862E1	1.013392639E-1	-3.936813354E-2	9.885892181E0	9.886489959E0
5.464161663E1	1.025367737E-1	-2.993774414E-2	9.858798523E0	9.859377180E0
5.465159363E1	1.025367737E-1	-2.290237427E-2	9.856104126E0	9.856664083E0
5.466157063E1	9.445358276E-2	-3.008743286E-2	9.843979340E0	9.844478451E0
5.467154762E1	8.008346558E-2	-3.293151855E-2	9.858349457E0	9.858729728E0
5.468152562E1	5.194198608E-2	-4.700225830E-2	9.909992065E0	9.910239650E0
5.469150162E1	1.113684082E-1	-5.089416504E-2	9.863887939E0	9.864647912E0
5.470147963E1	-1.496887207E-3	-5.119354248E-2	9.975256348E0	9.975387823E0
5.471145663E1	1.172062683E-1	-6.361770630E-2	9.905052338E0	9.905950047E0
5.472143462E1	1.362167358E-2	-7.005432129E-2	1.002809647E1	1.002835041E1
5.473141162E1	9.939331055E-2	-9.639953613E-2	9.919123077E0	9.920089441E0
5.474138963E1	3.772155762E-2	-7.574249268E-2	9.998308411E0	9.998666457E0
5.475136663E1	1.248403931E-1	-8.756790161E-2	9.876012726E0	9.877189915E0
5.476134463E1	6.511459351E-2	-7.469467163E-2	9.968370667E0	9.968863172E0
5.477132162E1	1.541793823E-1	-8.637039185E-2	9.865684204E0	9.867266893E0
5.478129862E1	1.459465027E-1	-8.457412720E-2	9.928703156E0	9.930135926E0
5.479127462E1	2.112107849E-1	-8.547225952E-2	9.817185059E0	9.819828816E0
5.480125263E1	2.200424194E-1	-7.559280396E-2	9.839189301E0	9.841939800E0
5.481123063E1	2.695893860E-1	-8.008346558E-2	9.774523773E0	9.778568750E0
5.482120663E1	3.095562744E-1	-6.885681152E-2	9.771380310E0	9.776524920E0
5.483118363E1	3.534150696E-1	-7.125183105E-2	9.719438324E0	9.726122576E0
5.484116062E1	3.754193115E-1	-4.655319214E-2	9.714049530E0	9.721412713E0
5.485113762E1	4.270619202E-1	-4.924758911E-2	9.682165833E0	9.691704825E0
5.486111563E1	4.712200928E-1	-2.005828857E-2	9.657766571E0	9.669276387E0
5.487109263E1	4.974156189E-1	-1.347198486E-2	9.694589996E0	9.707351801E0
5.488106963E1	5.492079163E-1	-2.380050659E-2	9.660311279E0	9.675939738E0
5.489104238E1	5.795947266E-1	-7.334747314E-3	9.666298828E0	9.683662369E0
5.490101938E1	6.156697083E-1	4.640350342E-3	9.634564819E0	9.654217212E0
5.491099638E1	6.448590088E-1	8.981323242E-3	9.619595947E0	9.641190279E0
5.492097437E1	6.804849243E-1	2.230361938E-2	9.591304779E0	9.615439904E0
5.493095137E1	6.984475708E-1	4.415817261E-2	9.594597931E0	9.620087755E0
5.494092837E1	7.307803345E-1	4.011657715E-2	9.582622833E0	9.610531182E0
5.495090538E1	7.562274170E-1	5.718109131E-2	9.614955597E0	9.644818335E0
5.496088238E1	7.985893250E-1	5.134323120E-2	9.608069916E0	9.641337487E0
5.497085938E1	8.081694031E-1	4.191284180E-2	9.626631317E0	9.660586162E0
5.498083638E1	8.388555908E-1	4.535568237E-2	9.622140656E0	9.658743533E0
5.499081337E1	8.596623230E-1	4.340972900E-2	9.618099060E0	9.656538368E0
5.500079037E1	8.665480042E-1	2.484832764E-2	9.634714508E0	9.673636676E0
5.501076738E1	8.840615845E-1	4.101470947E-2	9.630074158E0	9.670655375E0
5.502074538E1	8.949888611E-1	2.814147949E-2	9.652078400E0	9.693524356E0
5.503072238E1	8.945397949E-1	2.978805542E-2	9.742191010E0	9.783219022E0
5.504069937E1	9.286688232E-1	3.996688843E-2	9.758357391E0	9.802528353E0
5.505067737E1	9.012757874E-1	3.697311401E-2	9.818382568E0	9.859731300E0
5.506065438E1	9.077124023E-1	1.377136230E-2	9.815837860E0	9.857728154E0
5.507063238E1	8.922944641E-1	-1.796264648E-3	9.799821167E0	9.840360133E0
5.508060938E1	9.117539978E-1	-1.032852173E-2	9.770931244E0	9.813383688E0
5.509058637E1	8.619076538E-1	-1.631607056E-2	9.764045563E0	9.802027177E0
5.510056337E1	8.568182373E-1	-4.101470947E-2	9.757908325E0	9.795539525E0
5.511054037E1	8.295748901E-1	-6.361770630E-2	9.789193268E0	9.824487088E0
5.512051738E1	8.144563293E-1	-6.825805664E-2	9.835746460E0	9.869645723E0
5.513049438E1	8.096662903E-1	-7.409591675E-2	9.833501129E0	9.867056003E0
5.514047138E1	8.005352783E-1	-5.448669434E-2	9.859546967E0	9.892142939E0
5.515044838E1	8.216413879E-1	-5.074447632E-2	9.838291168E0	9.872671507E0
5.516042438E1	8.265811157E-1	-2.933898926E-2	9.861941986E0	9.896564902E0
5.517040137E1	8.156538391E-1	-1.960922241E-2	9.887089691E0	9.920696461E0
5.518037837E1	8.440946960E-1	-1.781295776E-2	9.935139771E0	9.970948572E0
5.519035538E1	8.545729065E-1	-1.601669312E-2	9.924212494E0	9.960951009E0
5.520033238E1	8.726852417E-1	-8.981323242E-3	9.873168640E0	9.911665813E0
5.521030938E1	8.764274597E-1	1.017883301E-2	9.822873230E0	9.861899776E0
5.522028538E1	9.006770325E-1	1.287322998E-2	9.781110077E0	9.822499640E0
5.523026238E1	9.126521301E-1	1.092727661E-2	9.793384552E0	9.835824027E0
5.524023937E1	9.128018188E-1	-2.993774414E-4	9.828711090E0	9.871006481E0
5.525021637E1	9.333091736E-1	-4.490661621E-3	9.833501129E0	9.877693589E0
5.526019337E1	9.273216248E-1	-1.422042847E-2	9.820478210E0	9.864173554E0
5.527017038E1	9.327104187E-1	-1.960922241E-2	9.757608948E0	9.802105163E0
5.528014738E1	9.336085510E-1	-1.601669312E-2	9.691147156E0	9.736026636E0
5.529012438E1	9.334588623E-1	-1.526824951E-2	9.664053497E0	9.709042618E0
5.530010138E1	9.439370728E-1	-2.215393066E-2	9.653126221E0	9.699193463E0
5.531007738E1	9.669891357E-1	-3.472778320E-2	9.672885132E0	9.721161493E0
5.532005437E1	9.889933777E-1	-3.742218018E-2	9.680219879E0	9.730681643E0
5.533003037E1	1.006656647E0	-3.996688843E-2	9.661209412E0	9.713594713E0
5.534000637E1	1.034049683E0	-4.071533203E-2	9.615704041E0	9.671229533E0
5.534998337E1	1.052461395E0	-4.565505981E-2	9.582922211E0	9.640651299E0
5.535995937E1	1.075962524E0	-5.703140259E-2	9.560019836E0	9.620547137E0
5.536993638E1	1.078357544E0	-5.718109131E-2	9.559421082E0	9.620221208E0
5.537991338E1	1.083746338E0	-4.415817261E-2	9.576485596E0	9.637714067E0
5.538988938E1	1.084943848E0	-5.119354248E-2	9.599387970E0	9.660640420E0
5.539986638E1	1.074765015E0	-4.116439819E-2	9.626032562E0	9.685933989E0
5.540984338E1	1.082099762E0	-2.484832764E-2	9.610764313E0	9.671522528E0
5.541982137E1	1.067879333E0	-3.203338623E-2	9.615554352E0	9.674723660E0
5.542979838E1	1.072968750E0	-1.631607056E-2	9.602531433E0	9.662305008E0
5.543977438E1	1.063238983E0	2.993774414E-4	9.633666687E0	9.692162352E0
5.544975238E1	1.053359528E0	2.694396973E-3	9.666897583E0	9.724118594E0
5.545972938E1	1.055455170E0	-6.586303711E-3	9.698781281E0	9.756043631E0
5.546970638E1	1.038240967E0	-1.871109009E-2	9.726623383E0	9.781896382E0
5.547968337E1	1.018182678E0	-1.930984497E-2	9.733958130E0	9.787083821E0
5.548966037E1	9.958790588E-1	-1.721420288E-2	9.732311554E0	9.783146713E0
5.549963738E1	9.862989807E-1	-2.095642090E-2	9.709708557E0	9.759695954E0
5.550961438E1	9.553134155E-1	-2.095642090E-2	9.719438324E0	9.766296341E0
5.551959138E1	9.330097961E-1	-2.050735474E-2	9.751022644E0	9.795579127E0
5.552956838E1	9.084608459E-1	-2.978805542E-2	9.775571594E0	9.817738458E0
5.553954637E1	8.939410400E-1	-2.739303589E-2	9.789792023E0	9.830559944E0
5.554952337E1	8.885522461E-1	-3.802093506E-2	9.795779572E0	9.836069749E0
5.555950138E1	8.771759033E-1	-3.068618774E-2	9.807604980E0	9.846801240E0
5.556947838E1	8.858578491E-1	-2.903961182E-2	9.764195251E0	9.804340689E0
5.557945538E1	8.776249695E-1	-3.053649902E-2	9.777367859E0	9.816724521E0
5.558943237E1	8.893006897E-1	-3.472778320E-2	9.790091400E0	9.830460384E0
5.559940937E1	8.888516235E-1	-3.757186890E-2	9.826016693E0	9.866208639E0
5.560938738E1	8.897497559E-1	-4.640350342E-2	9.836195526E0	9.876464466E0
5.561936438E1	8.834628296E-1	-5.912704468E-2	9.844877472E0	9.884615067E0
5.562934238E1	8.879534912E-1	-5.119354248E-2	9.815388794E0	9.855604464E0
5.563931838E1	8.867559814E-1	-5.134323120E-2	9.781409454E0	9.821656847E0
5.564929637E1	8.861572266E-1	-4.894821167E-2	9.769434357E0	9.809664531E0
5.565927338E1	8.893006897E-1	-3.727249146E-2	9.761500854E0	9.801996934E0
5.566925138E1	9.042695618E-1	-3.981719971E-2	9.795180817E0	9.836912934E0
