"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.955361650E1	-2.330653381E-1	-3.847000122E-2	9.771230621E0	9.774085494E0
1.956359450E1	-2.300715637E-1	-3.682342529E-2	9.774673462E0	9.777450086E0
1.957357150E1	-2.282752991E-1	-3.607498169E-2	9.778265991E0	9.780996719E0
1.958354950E1	-2.252815247E-1	-3.817062378E-2	9.774523773E0	9.777194063E0
1.959352550E1	-2.314187622E-1	-2.769241333E-2	9.783205719E0	9.785981589E0
1.960350350E1	-2.399510193E-1	-3.457809448E-2	9.771080933E0	9.774087923E0
1.961348150E1	-2.321672058E-1	-3.981719971E-2	9.779762878E0	9.782599296E0
1.962345950E1	-2.254312134E-1	-3.397933960E-2	9.776469727E0	9.779127473E0
1.963343650E1	-2.296224976E-1	-2.529739380E-2	9.768386536E0	9.771117744E0
1.964341450E1	-2.409988403E-1	-1.841171265E-2	9.778565369E0	9.781552029E0
1.965339250E1	-2.359094238E-1	-2.784210205E-2	9.771829376E0	9.774716251E0
1.966336950E1	-2.327659607E-1	-2.724334717E-2	9.762848053E0	9.765660464E0
1.967334750E1	-2.296224976E-1	-3.607498169E-2	9.763446808E0	9.766213261E0
1.968332550E1	-2.236349487E-1	-3.727249146E-2	9.765692139E0	9.768323540E0
1.969330350E1	-2.267784119E-1	-2.409988403E-2	9.763895874E0	9.766558856E0
1.970328050E1	-2.308200073E-1	-3.173400879E-2	9.771529999E0	9.774307313E0
1.971325850E1	-2.221380615E-1	-3.068618774E-2	9.774224396E0	9.776796484E0
1.972323550E1	-2.299218750E-1	-2.185455322E-2	9.756261749E0	9.758995082E0
1.973321250E1	-2.248324585E-1	-3.592529297E-2	9.759554901E0	9.762210412E0
1.974319050E1	-2.245330811E-1	-2.439926147E-2	9.770931244E0	9.773541211E0
1.975316850E1	-2.249821472E-1	-2.993774414E-2	9.776020660E0	9.778654978E0
1.976314550E1	-2.243833923E-1	-3.966751099E-2	9.770781555E0	9.773438168E0
1.977312350E1	-2.233355713E-1	-3.293151855E-2	9.763446808E0	9.766056360E0
1.978310050E1	-2.237846375E-1	-3.083587646E-2	9.773775330E0	9.776385560E0
1.979307750E1	-2.234852600E-1	-2.664459229E-2	9.768985291E0	9.771577621E0
1.980305550E1	-2.154020691E-1	-3.577560425E-2	9.759854279E0	9.762296527E0
1.981303250E1	-2.237846375E-1	-3.038681030E-2	9.764344940E0	9.766956283E0
1.982301050E1	-2.263293457E-1	-2.260299683E-2	9.764195251E0	9.766844156E0
1.983298750E1	-2.128573608E-1	-3.667373657E-2	9.764943695E0	9.767332214E0
1.984296450E1	-2.210902405E-1	-3.308120728E-2	9.751920776E0	9.754482769E0
1.985294175E1	-2.267784119E-1	-2.903961182E-2	9.759704590E0	9.762382160E0
1.986291975E1	-2.215393066E-1	-2.784210205E-2	9.762848053E0	9.765401013E0
1.987289675E1	-2.176473999E-1	-3.607498169E-2	9.770631866E0	9.773122268E0
1.988287375E1	-2.201921082E-1	-3.532653809E-2	9.770931244E0	9.773475835E0
1.989285075E1	-2.158511353E-1	-2.844085693E-2	9.762398987E0	9.764826397E0
1.990282875E1	-2.239343262E-1	-2.529739380E-2	9.768835602E0	9.771434672E0
1.991280575E1	-2.218386841E-1	-3.038681030E-2	9.769134979E0	9.771700671E0
1.992278275E1	-2.212399292E-1	-2.963836670E-2	9.760752411E0	9.763304418E0
1.993275975E1	-2.215393066E-1	-3.113525391E-2	9.776020660E0	9.778580113E0
1.994273775E1	-2.233355713E-1	-2.978805542E-2	9.771829376E0	9.774426605E0
1.995271475E1	-2.192939758E-1	-3.008743286E-2	9.776170349E0	9.778675871E0
1.996269275E1	-2.245330811E-1	-3.921844482E-2	9.772727509E0	9.775385217E0
1.997266975E1	-2.266287231E-1	-3.068618774E-2	9.776918793E0	9.779593207E0
1.998264775E1	-2.261796570E-1	-3.308120728E-2	9.775122528E0	9.777794846E0
1.999262475E1	-2.189945984E-1	-3.023712158E-2	9.764794006E0	9.767296192E0
2.000260275E1	-2.255809021E-1	-3.682342529E-2	9.777068481E0	9.779739812E0
2.001257975E1	-2.300715637E-1	-3.817062378E-2	9.771380310E0	9.774163038E0
2.002255775E1	-2.222877502E-1	-3.218307495E-2	9.779912567E0	9.782491371E0
2.003253575E1	-2.237846375E-1	-3.891906738E-2	9.782457275E0	9.785094001E0
2.004251375E1	-2.261796570E-1	-3.128494263E-2	9.782606964E0	9.785271330E0
2.005249175E1	-2.300715637E-1	-3.248245239E-2	9.787397003E0	9.790154653E0
2.006246975E1	-2.306703186E-1	-2.918930054E-2	9.779014435E0	9.781778168E0
2.007244775E1	-2.273771667E-1	-3.173400879E-2	9.782906342E0	9.785599824E0
2.008242475E1	-2.218386841E-1	-3.218307495E-2	9.769584045E0	9.772155370E0
2.009240275E1	-2.306703186E-1	-3.158432007E-2	9.771230621E0	9.774004001E0
2.010237975E1	-2.228865051E-1	-3.023712158E-2	9.772278442E0	9.774866681E0
2.011235775E1	-2.254312134E-1	-3.308120728E-2	9.780211945E0	9.782865596E0
2.012233575E1	-2.261796570E-1	-3.847000122E-2	9.776170349E0	9.778862095E0
2.013231275E1	-2.306703186E-1	-2.230361938E-2	9.761500854E0	9.764251389E0
2.014229075E1	-2.302212524E-1	-3.188369751E-2	9.767638092E0	9.770402873E0
2.015226775E1	-2.303709412E-1	-3.412902832E-2	9.765991516E0	9.768767878E0
2.016224475E1	-2.279759216E-1	-3.502716064E-2	9.763297119E0	9.766021225E0
2.017222175E1	-2.201921082E-1	-2.888992310E-2	9.759105835E0	9.761632337E0
2.018219875E1	-2.212399292E-1	-2.679428101E-2	9.748927002E0	9.751473875E0
2.019217575E1	-2.242337036E-1	-2.829116821E-2	9.758507080E0	9.761123991E0
2.020215375E1	-2.357597351E-1	-2.350112915E-2	9.760752411E0	9.763627532E0
2.021213075E1	-2.279759216E-1	-2.933898926E-2	9.755363617E0	9.758071177E0
2.022210775E1	-2.266287231E-1	-3.143463135E-2	9.754166107E0	9.756849141E0
2.023208475E1	-2.281256104E-1	-2.365081787E-2	9.764794006E0	9.767487018E0
2.024206275E1	-2.252815247E-1	-3.517684937E-2	9.756261749E0	9.758925786E0
2.025204075E1	-2.270777893E-1	-3.861968994E-2	9.755064240E0	9.757783258E0
2.026201775E1	-2.272274780E-1	-3.592529297E-2	9.758207703E0	9.760919041E0
2.027199575E1	-2.228865051E-1	-3.547622681E-2	9.755812683E0	9.758422929E0
2.028197375E1	-2.266287231E-1	-2.544708252E-2	9.758656769E0	9.761321123E0
2.029195175E1	-2.242337036E-1	-2.619552612E-2	9.754166107E0	9.756778331E0
2.030192975E1	-2.191442871E-1	-2.859054565E-2	9.762997742E0	9.765498786E0
2.031190775E1	-2.173480225E-1	-2.948867798E-2	9.763446808E0	9.765910266E0
2.032188575E1	-2.258802795E-1	-2.050735474E-2	9.755064240E0	9.757700588E0
2.033186275E1	-2.212399292E-1	-3.637435913E-2	9.764794006E0	9.767367720E0
2.034184075E1	-2.257305908E-1	-3.293151855E-2	9.760752411E0	9.763417763E0
2.035181875E1	-2.290237427E-1	-3.173400879E-2	9.749376068E0	9.752117341E0
2.036179575E1	-2.308200073E-1	-3.502716064E-2	9.773775330E0	9.776563249E0
2.037177375E1	-2.215393066E-1	-3.023712158E-2	9.776469727E0	9.779026243E0
2.038175175E1	-2.204914856E-1	-2.859054565E-2	9.774074707E0	9.776603208E0
2.039172975E1	-2.168989563E-1	-4.056564331E-2	9.766440582E0	9.768933021E0
2.040170775E1	-2.219883728E-1	-4.041595459E-2	9.758507080E0	9.761115342E0
2.041168575E1	-2.200424194E-1	-3.397933960E-2	9.776918793E0	9.779453683E0
2.042166275E1	-2.255809021E-1	-3.981719971E-2	9.777218170E0	9.779901191E0
2.043164075E1	-2.237846375E-1	-3.532653809E-2	9.781559143E0	9.784182480E0
2.044161875E1	-2.255809021E-1	-3.712280273E-2	9.785301361E0	9.787971576E0
2.045159675E1	-2.300715637E-1	-3.817062378E-2	9.790091400E0	9.792868811E0
2.046157475E1	-2.170486450E-1	-3.592529297E-2	9.796378326E0	9.798848354E0
2.047155275E1	-2.284249878E-1	-3.263214111E-2	9.784103851E0	9.786824358E0
2.048153075E1	-2.195933533E-1	-2.978805542E-2	9.788893890E0	9.791401951E0
2.049150875E1	-2.240840149E-1	-3.412902832E-2	9.773026886E0	9.775655116E0
2.050148675E1	-2.293231201E-1	-3.472778320E-2	9.787995758E0	9.790743387E0
2.051146475E1	-2.170486450E-1	-3.592529297E-2	9.784253540E0	9.786726627E0
2.052144275E1	-2.170486450E-1	-3.951782227E-2	9.801168365E0	9.803651009E0
2.053141975E1	-2.200424194E-1	-3.577560425E-2	9.794582062E0	9.797118777E0
2.054139775E1	-2.261796570E-1	-3.128494263E-2	9.787397003E0	9.790060065E0
2.055137575E1	-2.267784119E-1	-3.637435913E-2	9.791288910E0	9.793982339E0
2.056135375E1	-2.213896179E-1	-3.906875610E-2	9.790989532E0	9.793570123E0
2.057133175E1	-2.230361938E-1	-3.338058472E-2	9.780810699E0	9.783410313E0
2.058130975E1	-2.224374390E-1	-3.173400879E-2	9.770781555E0	9.773364705E0
2.059128675E1	-2.154020691E-1	-3.263214111E-2	9.789043579E0	9.791467566E0
2.060126575E1	-2.260299683E-1	-3.442840576E-2	9.780810699E0	9.783482652E0
2.061124275E1	-2.160008240E-1	-3.652404785E-2	9.783056030E0	9.785508451E0
2.062122075E1	-2.148033142E-1	-2.395019531E-2	9.783505096E0	9.785892195E0
2.063119775E1	-2.252815247E-1	-2.799179077E-2	9.779912567E0	9.782546965E0
2.064117575E1	-2.212399292E-1	-3.427871704E-2	9.773326263E0	9.775890158E0
2.065115375E1	-2.243833923E-1	-3.158432007E-2	9.765841827E0	9.768470304E0
2.066113175E1	-2.305206299E-1	-3.053649902E-2	9.773176575E0	9.775942543E0
2.067110975E1	-2.218386841E-1	-2.694396973E-2	9.775571594E0	9.778125504E0
2.068108775E1	-2.248324585E-1	-3.353027344E-2	9.767488403E0	9.770133245E0
2.069106675E1	-2.234852600E-1	-2.589614868E-2	9.765542450E0	9.768133681E0
2.070104475E1	-2.200424194E-1	-2.619552612E-2	9.769284668E0	9.771797572E0
2.071102375E1	-2.266287231E-1	-2.185455322E-2	9.760752411E0	9.763407491E0
2.072100175E1	-2.293231201E-1	-2.335144043E-2	9.762249298E0	9.764970340E0
2.073098075E1	-2.288740540E-1	-3.772155762E-2	9.754914551E0	9.757672066E0
2.074095875E1	-2.294728088E-1	-3.427871704E-2	9.752369843E0	9.755129438E0
2.075093675E1	-2.326162720E-1	-2.769241333E-2	9.754764862E0	9.757577297E0
2.076091475E1	-2.269281006E-1	-2.664459229E-2	9.751621399E0	9.754297833E0
2.077089375E1	-2.242337036E-1	-2.859054565E-2	9.741891632E0	9.744513879E0
2.078087175E1	-2.231858826E-1	-2.514770508E-2	9.747729492E0	9.750316641E0
2.079084975E1	-2.263293457E-1	-3.382965088E-2	9.742640076E0	9.745327345E0
2.080082775E1	-2.347119141E-1	-2.529739380E-2	9.737850037E0	9.740711112E0
2.081080675E1	-2.357597351E-1	-2.559677124E-2	9.751022644E0	9.753905907E0
2.082078475E1	-2.216889954E-1	-2.874023438E-2	9.753267975E0	9.755829447E0
2.083076375E1	-2.260299683E-1	-3.008743286E-2	9.755213928E0	9.757878539E0
2.084074175E1	-2.279759216E-1	-2.933898926E-2	9.764344940E0	9.767050011E0
2.085072367E1	-2.365081787E-1	-2.110610962E-2	9.749675446E0	9.752566477E0
2.086070167E1	-2.321672058E-1	-3.293151855E-2	9.750124512E0	9.752943868E0
2.087067967E1	-2.327659607E-1	-4.236190796E-2	9.753417664E0	9.756286724E0
2.088065867E1	-2.281256104E-1	-3.472778320E-2	9.754016418E0	9.756745544E0
2.089063767E1	-2.330653381E-1	-3.637435913E-2	9.768236847E0	9.771084568E0
2.090061567E1	-2.321672058E-1	-3.158432007E-2	9.774224396E0	9.777032357E0
2.091059367E1	-2.317181396E-1	-3.248245239E-2	9.767189026E0	9.769991293E0
2.092057167E1	-2.282752991E-1	-3.577560425E-2	9.771529999E0	9.774261508E0
2.093054967E1	-2.273771667E-1	-3.502716064E-2	9.787097626E0	9.789801184E0
2.094052667E1	-2.251318359E-1	-3.293151855E-2	9.767488403E0	9.770138102E0
2.095050467E1	-2.267784119E-1	-3.338058472E-2	9.773176575E0	9.775864313E0
2.096048167E1	-2.245330811E-1	-3.367996216E-2	9.776918793E0	9.779554720E0
2.097045967E1	-2.288740540E-1	-3.592529297E-2	9.783355408E0	9.786098150E0
2.098043767E1	-2.234852600E-1	-4.281097412E-2	9.785451050E0	9.788096377E0
2.099041567E1	-2.249821472E-1	-3.323089600E-2	9.781559143E0	9.784202601E0
2.100039467E1	-2.198927307E-1	-4.415817261E-2	9.784253540E0	9.786823800E0
2.101037267E1	-2.282752991E-1	-3.787124634E-2	9.776170349E0	9.778908453E0
2.102035067E1	-2.197430420E-1	-3.353027344E-2	9.788295135E0	9.790818809E0
2.103032867E1	-2.154020691E-1	-3.502716064E-2	9.778565369E0	9.781000236E0
2.104030667E1	-2.203417969E-1	-2.395019531E-2	9.783654785E0	9.786164983E0
2.105028367E1	-2.133064270E-1	-3.742218018E-2	9.788295135E0	9.790690564E0
2.106026167E1	-2.116598511E-1	-3.562591553E-2	9.793384552E0	9.795736322E0
2.107023867E1	-2.128573608E-1	-2.948867798E-2	9.792636108E0	9.794993608E0
2.108021567E1	-2.139051819E-1	-2.694396973E-2	9.784552917E0	9.786927873E0
2.109019367E1	-2.168989563E-1	-3.787124634E-2	9.777966614E0	9.780445311E0
2.110017067E1	-2.186952209E-1	-3.577560425E-2	9.779164124E0	9.781674624E0
2.111014867E1	-2.168989563E-1	-3.263214111E-2	9.782756653E0	9.785215263E0
2.112012567E1	-2.127076721E-1	-2.918930054E-2	9.781858521E0	9.784214464E0
2.113010267E1	-2.152523804E-1	-2.948867798E-2	9.779613190E0	9.782026237E0
2.114008067E1	-2.113604736E-1	-2.888992310E-2	9.778715057E0	9.781041665E0
2.115005767E1	-2.170486450E-1	-3.577560425E-2	9.781858521E0	9.784331665E0
2.116003467E1	-2.154020691E-1	-4.266128540E-2	9.782307587E0	9.784771830E0
2.117001167E1	-2.167492676E-1	-4.131408691E-2	9.774823151E0	9.777313267E0
2.117998767E1	-2.122586060E-1	-3.143463135E-2	9.762698364E0	9.765056129E0
2.118996467E1	-2.234852600E-1	-2.409988403E-2	9.770781555E0	9.773366803E0
2.119994067E1	-2.269281006E-1	-2.694396973E-2	9.769883423E0	9.772555676E0
2.120991667E1	-2.282752991E-1	-3.158432007E-2	9.765093384E0	9.767812241E0
2.121989267E1	-2.219883728E-1	-2.739303589E-2	9.771380310E0	9.773939962E0
2.122986867E1	-2.242337036E-1	-3.667373657E-2	9.767787781E0	9.770430075E0
2.123984567E1	-2.234852600E-1	-1.930984497E-2	9.776769104E0	9.779342138E0
2.124982167E1	-2.218386841E-1	-2.948867798E-2	9.769733734E0	9.772296517E0
2.125979867E1	-2.330653381E-1	-2.933898926E-2	9.760153656E0	9.762980058E0
2.126977467E1	-2.210902405E-1	-2.604583740E-2	9.757459259E0	9.759998487E0
2.127975067E1	-2.314187622E-1	-2.709365845E-2	9.762249298E0	9.765029445E0
2.128972767E1	-2.314187622E-1	-2.574645996E-2	9.762548676E0	9.765325093E0
2.129970367E1	-2.290237427E-1	-3.083587646E-2	9.767937469E0	9.770670659E0
2.130968067E1	-2.293231201E-1	-2.993774414E-2	9.759704590E0	9.762444317E0
2.131965667E1	-2.344125366E-1	-2.320175171E-2	9.766141205E0	9.768981605E0
2.132963367E1	-2.420466614E-1	-2.829116821E-2	9.757908325E0	9.760950869E0
2.133961067E1	-2.375559998E-1	-3.293151855E-2	9.759554901E0	9.762501176E0
2.134958767E1	-2.348616028E-1	-2.215393066E-2	9.769134979E0	9.771982860E0
2.135956467E1	-2.335144043E-1	-3.667373657E-2	9.757459259E0	9.760321979E0
2.136954067E1	-2.288740540E-1	-3.562591553E-2	9.758207703E0	9.760956413E0
2.137951867E1	-2.284249878E-1	-3.308120728E-2	9.765692139E0	9.768419283E0
2.138949567E1	-2.293231201E-1	-3.188369751E-2	9.769434357E0	9.772177511E0
2.139947367E1	-2.411485291E-1	-3.053649902E-2	9.771979065E0	9.775001787E0
2.140945067E1	-2.350112915E-1	-4.191284180E-2	9.760003967E0	9.762922945E0
2.141942767E1	-2.383044434E-1	-3.308120728E-2	9.758357391E0	9.761322777E0
2.142940467E1	-2.302212524E-1	-3.323089600E-2	9.761201477E0	9.763972572E0
2.143938267E1	-2.351609802E-1	-2.619552612E-2	9.760003967E0	9.762871726E0
2.144935967E1	-2.288740540E-1	-3.173400879E-2	9.769584045E0	9.772316143E0
2.145933767E1	-2.279759216E-1	-3.517684937E-2	9.779463501E0	9.782183642E0
2.146931567E1	-2.281256104E-1	-3.367996216E-2	9.769434357E0	9.772155509E0
2.147929267E1	-2.287243652E-1	-2.095642090E-2	9.769584045E0	9.772283583E0
2.148926967E1	-2.213896179E-1	-2.903961182E-2	9.767488403E0	9.770040244E0
2.149924767E1	-2.165995789E-1	-3.517684937E-2	9.774673462E0	9.777136292E0
2.150922367E1	-2.269281006E-1	-2.874023438E-2	9.776619415E0	9.779294942E0
2.151920167E1	-2.248324585E-1	-2.859054565E-2	9.782606964E0	9.785232040E0
2.152917967E1	-2.194436646E-1	-2.859054565E-2	9.781409454E0	9.783912502E0
2.153915767E1	-2.285746765E-1	-3.517684937E-2	9.783654785E0	9.786387727E0
2.154913567E1	-2.275268555E-1	-2.844085693E-2	9.777517548E0	9.780205864E0
2.155911367E1	-2.234852600E-1	-3.323089600E-2	9.772577820E0	9.775189369E0
2.156909267E1	-2.231858826E-1	-2.844085693E-2	9.768985291E0	9.771575842E0
2.157907067E1	-2.164498901E-1	-2.888992310E-2	9.778415680E0	9.780853664E0
2.158904867E1	-2.182461548E-1	-3.547622681E-2	9.774972839E0	9.777473291E0
2.159902667E1	-2.216889954E-1	-3.338058472E-2	9.774374084E0	9.776944769E0
2.160900367E1	-2.198927307E-1	-2.499801636E-2	9.781708832E0	9.784212047E0
2.161898167E1	-2.062710571E-1	-2.874023438E-2	9.776619415E0	9.778837402E0
2.162895867E1	-2.210902405E-1	-2.514770508E-2	9.780810699E0	9.783341517E0
2.163893667E1	-2.080673218E-1	-3.382965088E-2	9.778565369E0	9.780837240E0
2.164891367E1	-2.034269714E-1	-3.442840576E-2	9.777218170E0	9.779394817E0
2.165888967E1	-2.164498901E-1	-2.544708252E-2	9.779613190E0	9.782041313E0
2.166886767E1	-2.161505127E-1	-2.859054565E-2	9.777966614E0	9.780397209E0
2.167884367E1	-2.076182556E-1	-3.053649902E-2	9.769284668E0	9.771538300E0
2.168882167E1	-2.179467773E-1	-2.769241333E-2	9.773775330E0	9.776244262E0
2.169879867E1	-2.119592285E-1	-3.278182983E-2	9.775721283E0	9.778073837E0
2.170877667E1	-2.257305908E-1	-3.218307495E-2	9.787696381E0	9.790351908E0
2.171875367E1	-2.180964661E-1	-4.056564331E-2	9.778415680E0	9.780931696E0
2.172873067E1	-2.164498901E-1	-3.832031250E-2	9.775122528E0	9.777593745E0
2.173870867E1	-2.258802795E-1	-3.158432007E-2	9.766739960E0	9.769402690E0
2.174868567E1	-2.183958435E-1	-3.577560425E-2	9.768087158E0	9.770593808E0
2.175866267E1	-2.161505127E-1	-2.844085693E-2	9.764195251E0	9.766628837E0
2.176863967E1	-2.224374390E-1	-1.945953369E-2	9.769134979E0	9.771686412E0
2.177861667E1	-2.273771667E-1	-2.679428101E-2	9.780960388E0	9.783639631E0
2.178859267E1	-2.207908630E-1	-3.158432007E-2	9.783056030E0	9.785598166E0
2.179856967E1	-2.176473999E-1	-2.888992310E-2	9.764195251E0	9.766663398E0
2.180854667E1	-2.260299683E-1	-3.502716064E-2	9.764644318E0	9.767322821E0
2.181852367E1	-2.309696960E-1	-3.517684937E-2	9.773326263E0	9.776118384E0
2.182850067E1	-2.393522644E-1	-2.514770508E-2	9.768985291E0	9.771949423E0
2.183847767E1	-2.288740540E-1	-2.769241333E-2	9.776020660E0	9.778738679E0
2.184845467E1	-2.309696960E-1	-3.847000122E-2	9.762698364E0	9.765505941E0
2.185842817E1	-2.345622253E-1	-3.472778320E-2	9.767488403E0	9.770366174E0
2.186840517E1	-2.399510193E-1	-1.766326904E-2	9.770033112E0	9.772995216E0
2.187838217E1	-2.375559998E-1	-1.945953369E-2	9.764943695E0	9.767852215E0
2.188835917E1	-2.327659607E-1	-3.487747192E-2	9.754615173E0	9.757454259E0
2.189833617E1	-2.338137817E-1	-4.026626587E-2	9.761800232E0	9.764682997E0
2.190831317E1	-2.329156494E-1	-2.859054565E-2	9.773326263E0	9.776143072E0
2.191829117E1	-2.384541321E-1	-2.589614868E-2	9.761351166E0	9.764297597E0
2.192826817E1	-2.412982178E-1	-3.038681030E-2	9.766889648E0	9.769917174E0
2.193824517E1	-2.366578674E-1	-2.799179077E-2	9.762848053E0	9.765756120E0
2.194822317E1	-2.396516418E-1	-2.604583740E-2	9.753267975E0	9.756246588E0
2.195820017E1	-2.312690735E-1	-2.305206299E-2	9.754465485E0	9.757233915E0
2.196817717E1	-2.366578674E-1	-2.874023438E-2	9.755513306E0	9.758425734E0
2.197815517E1	-2.329156494E-1	-2.380050659E-2	9.757010193E0	9.759818854E0
2.198813217E1	-2.302212524E-1	-3.068618774E-2	9.767937469E0	9.770698331E0
2.199810917E1	-2.293231201E-1	-3.847000122E-2	9.773925018E0	9.776690611E0
2.200808617E1	-2.275268555E-1	-3.547622681E-2	9.765093384E0	9.767808138E0
2.201806317E1	-2.294728088E-1	-3.308120728E-2	9.767189026E0	9.769940307E0
2.202804017E1	-2.272274780E-1	-3.218307495E-2	9.758956146E0	9.761654222E0
2.203801717E1	-2.240840149E-1	-3.038681030E-2	9.750124512E0	9.752746536E0
2.204799417E1	-2.239343262E-1	-3.308120728E-2	9.760602722E0	9.763227256E0
2.205797117E1	-2.209405518E-1	-3.038681030E-2	9.752968597E0	9.755518159E0
2.206794817E1	-2.264790344E-1	-3.667373657E-2	9.763596497E0	9.766291736E0
2.207792517E1	-2.201921082E-1	-3.592529297E-2	9.758357391E0	9.760907446E0
2.208790317E1	-2.209405518E-1	-3.532653809E-2	9.766141205E0	9.768703943E0
2.209787917E1	-2.192939758E-1	-2.963836670E-2	9.763147430E0	9.765654921E0
2.210785717E1	-2.170486450E-1	-3.622467041E-2	9.764943695E0	9.767422777E0
2.211783417E1	-2.128573608E-1	-2.933898926E-2	9.763596497E0	9.765960556E0
2.212781117E1	-2.115101624E-1	-2.679428101E-2	9.768536224E0	9.770862523E0
2.213778817E1	-2.139051819E-1	-4.026626587E-2	9.764344940E0	9.766770649E0
2.214776517E1	-2.134561157E-1	-3.562591553E-2	9.764943695E0	9.767341403E0
2.215774217E1	-2.091151428E-1	-3.248245239E-2	9.772577820E0	9.774868874E0
2.216772017E1	-2.073188782E-1	-3.757186890E-2	9.771979065E0	9.774250233E0
2.217769717E1	-2.092648315E-1	-3.293151855E-2	9.773026886E0	9.775322540E0
2.218767417E1	-2.034269714E-1	-4.161346436E-2	9.770631866E0	9.772837934E0
2.219765217E1	-2.065704346E-1	-3.667373657E-2	9.770033112E0	9.772285470E0
2.220762917E1	-2.092648315E-1	-3.547622681E-2	9.759405212E0	9.761712987E0
2.221760717E1	-2.070195007E-1	-2.350112915E-2	9.767488403E0	9.769710287E0
2.222758517E1	-2.058219910E-1	-2.724334717E-2	9.765093384E0	9.767300225E0
2.223756217E1	-2.071691895E-1	-2.634521484E-2	9.770332489E0	9.772564151E0
2.224753917E1	-2.154020691E-1	-3.098556519E-2	9.774523773E0	9.776946003E0
2.225751617E1	-2.064207458E-1	-3.263214111E-2	9.762249298E0	9.764485943E0
2.226749317E1	-2.067201233E-1	-3.128494263E-2	9.783804474E0	9.786038113E0
2.227746917E1	-2.170486450E-1	-2.350112915E-2	9.782457275E0	9.784893089E0
2.228744517E1	-2.167492676E-1	-3.053649902E-2	9.779164124E0	9.781613552E0
2.229742117E1	-2.194436646E-1	-2.874023438E-2	9.767488403E0	9.769995457E0
2.230739817E1	-2.201921082E-1	-2.664459229E-2	9.772727509E0	9.775244112E0
2.231737417E1	-2.212399292E-1	-2.709365845E-2	9.779164124E0	9.781703948E0
2.232735017E1	-2.291734314E-1	-2.604583740E-2	9.793085175E0	9.795800941E0
2.233732617E1	-2.252815247E-1	-2.963836670E-2	9.769733734E0	9.772375731E0
2.234730317E1	-2.269281006E-1	-3.293151855E-2	9.776170349E0	9.778859215E0
2.235727917E1	-2.335144043E-1	-3.128494263E-2	9.785151672E0	9.787987586E0
2.236725517E1	-2.383044434E-1	-3.203338623E-2	9.789642334E0	9.792594762E0
2.237723217E1	-2.347119141E-1	-3.023712158E-2	9.785301361E0	9.788162580E0
2.238720817E1	-2.339634705E-1	-3.562591553E-2	9.784852295E0	9.787713857E0
2.239718417E1	-2.366578674E-1	-2.679428101E-2	9.778265991E0	9.781166120E0
2.240716017E1	-2.454895020E-1	-3.607498169E-2	9.782906342E0	9.786052472E0
2.241713717E1	-2.405497742E-1	-3.068618774E-2	9.781409454E0	9.784414993E0
2.242711317E1	-2.468367004E-1	-2.739303589E-2	9.782008209E0	9.785160364E0
2.243708817E1	-2.508782959E-1	-2.799179077E-2	9.788444824E0	9.791699318E0
2.244706517E1	-2.442919922E-1	-3.532653809E-2	9.779762878E0	9.782877312E0
2.245704117E1	-2.423460388E-1	-2.275268555E-2	9.777218170E0	9.780247667E0
2.246701817E1	-2.429447937E-1	-3.248245239E-2	9.785600739E0	9.788669935E0
2.247699417E1	-2.459385681E-1	-2.664459229E-2	9.772428131E0	9.775558669E0
2.248697117E1	-2.404000854E-1	-3.487747192E-2	9.776320038E0	9.779337509E0
2.249694717E1	-2.426454163E-1	-3.951782227E-2	9.782307587E0	9.785396271E0
2.250692317E1	-2.441423035E-1	-3.487747192E-2	9.785301361E0	9.788408687E0
2.251689917E1	-2.342628479E-1	-3.263214111E-2	9.780211945E0	9.783071584E0
2.252687517E1	-2.323168945E-1	-3.517684937E-2	9.770781555E0	9.773606333E0
2.253685017E1	-2.335144043E-1	-2.499801636E-2	9.771679688E0	9.774501409E0
2.254682717E1	-2.377056885E-1	-2.739303589E-2	9.775721283E0	9.778649241E0
2.255680317E1	-2.305206299E-1	-3.847000122E-2	9.757908325E0	9.760706664E0
2.256678017E1	-2.279759216E-1	-3.802093506E-2	9.771679688E0	9.774412644E0
2.257675717E1	-2.221380615E-1	-2.574645996E-2	9.763297119E0	9.765857814E0
2.258673317E1	-2.154020691E-1	-2.784210205E-2	9.770482178E0	9.772895948E0
2.259671117E1	-2.179467773E-1	-4.071533203E-2	9.767638092E0	9.770154166E0
2.260668717E1	-2.267784119E-1	-3.323089600E-2	9.762548676E0	9.765238829E0
2.261666417E1	-2.219883728E-1	-3.158432007E-2	9.764195251E0	9.766769441E0
2.262664217E1	-2.176473999E-1	-3.787124634E-2	9.754465485E0	9.756966819E0
2.263661917E1	-2.086660767E-1	-3.233276367E-2	9.763596497E0	9.765879555E0
2.264659617E1	-2.097138977E-1	-3.487747192E-2	9.755662994E0	9.757979136E0
2.265657317E1	-2.094145203E-1	-3.008743286E-2	9.760902100E0	9.763194636E0
2.266655017E1	-2.124082947E-1	-2.963836670E-2	9.764494629E0	9.766849598E0
2.267652617E1	-2.071691895E-1	-3.353027344E-2	9.754016418E0	9.756273861E0
2.268650317E1	-2.088157654E-1	-3.622467041E-2	9.763596497E0	9.765896416E0
2.269648017E1	-2.079176331E-1	-2.694396973E-2	9.749525757E0	9.751779745E0
